"id","identity_id","stage","file","sex","age_group","age","class","body","direction","hair_color","skin_tone","features","clothing","marital_status","source_file","source_sha256","reference_files","prompt","sha256"
"P23","P23","pool","portraits/P23.png","m","old","63","gentry","thin","left","grey with dark remnants","light honey-beige with weathered freckles","bald elongated skull, strongly jutting bony brow, very broad flattened nose with a kinked bridge, narrow grey eyes, broad thin-lipped mouth, angular chin, large asymmetrical ears, sparse grey moustache only","fine slate-green wool cote, narrow restrained fur at mantle opening, small plain signet at lower edge, bare bald head","widower","provenance/raw/P23.png","f13b82a4766b879b549f8faa844b6a7c631fb636bcb3613e86c4a307e1306a5c","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png; provenance/references/07f3c0b5566d-청지기_화풍참조.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 63-year-old male person in southern England around 1300; authentically facing toward viewer LEFT in a three-quarter view, nose projecting toward image left. visibly lean build, angular cheek and slender neck and shoulders. Unique anatomical identity: bald elongated skull, strongly jutting bony brow, very broad flattened nose with a kinked bridge, narrow grey eyes, broad thin-lipped mouth, angular chin, large asymmetrical ears, sparse grey moustache only. Skin: light honey-beige with weathered freckles; hair: grey with dark remnants. Period clothing integrated naturally into this complete bust portrait: fine slate-green wool cote, narrow restrained fur at mantle opening, small plain signet at lower edge, bare bald head. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","100b1298800b91b6e99c60c80939f257550e7401f261e90bff43f723b7e66a79"
"P24","P24","pool","portraits/P24.png","f","old","70","gentry","average","right","pewter grey","fair peach-ivory","very short broad pentagonal head with high wide cheekbones, unusually large bulbous pendulous nose curved downward, very widely spaced pale blue drooping eyes, broad lower jaw and visible chin cleft, wide thin horizontal mouth, small attached ears, deep irregular age wrinkles and sun spots","good faded madder wool kirtle, warm ivory conservative veil and wimple, brown mantle, no elaborate later medieval headdress","widow","provenance/raw/P24.png","98a14a197a8d5f69cf26be759158157d0e7201f83794731b9f9d2e11e93c1635","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. 70yearold gentry widow, RIGHTfacing3/4, averagebody naturalmediumneck. very short broad pentagonal head with high wide cheekbones, unusually large bulbous pendulous nose curved downward, very widely spaced pale blue drooping eyes, broad lower jaw and visible chin cleft, wide thin horizontal mouth, small attached ears, deep irregular age wrinkles and sun spots. Fairpeachivory skin, pewtergreyhair. Mutedmadder woolkirtle, conservativeivoryveil AND WIMPLE coveringneck underchin, brownmantle. Face must be SHORT andBROAD with LARGE pendulousnose, NOT narrowlong aristocraticprettyface. Distinct realelder, dignifiedneutralexpression, no caricature. Painterlyskintexture and wrinkles.","e874958918220a002325e86a0c8dcd3a35a39a27b39d7c4efe787db53df93cef"
"P25","P25","pool","portraits/P25.png","m","young","26","clerical","thin","right","dark brown","fair neutral cream","very narrow triangular skull, enormous straight pointed nose relative to face, large shallow-set dark hazel eyes, narrow long upper lip, tiny tucked chin, oversized open ears, visibly asymmetrical eyebrow arch","young Benedictine monk in plain dark charcoal wool habit and cowl down around shoulders, neat genuine crown tonsure, no priestly liturgical vestments or jewelry","celibate","provenance/raw/P25.png","78ca52b03b79d31b08cb2ad0a989ff20cb873ff9633e7668f2750b2fc2bf402c","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png; provenance/references/07f3c0b5566d-청지기_화풍참조.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 26-year-old male person in southern England around 1300; authentically facing toward viewer RIGHT in a three-quarter view, nose projecting toward image right. visibly lean build, angular cheek and slender neck and shoulders. Unique anatomical identity: very narrow triangular skull, enormous straight pointed nose relative to face, large shallow-set dark hazel eyes, narrow long upper lip, tiny tucked chin, oversized open ears, visibly asymmetrical eyebrow arch. Skin: fair neutral cream; hair: dark brown. Period clothing integrated naturally into this complete bust portrait: young Benedictine monk in plain dark charcoal wool habit and cowl down around shoulders, neat genuine crown tonsure, no priestly liturgical vestments or jewelry. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","1ce0c058c96f4eddab6438d3ffa23d2541a545bdb3fb30a570c510a570b4c126"
"P26","P26","pool","portraits/P26.png","f","young","23","clerical","fat","left","medium brown","light rosy beige with freckles","wide soft hexagonal face, small saddle-bridged round nose, narrow upward-slanting brown eyes, thick straight brows, small lips with strongly defined cupid bow, broad chin and full neck","young Benedictine nun in plain dark wool habit, off-white linen wimple enclosing hair and throat, dark veil, no ordination vestments","celibate","provenance/raw/P26.png","e12d90a0e47cca596108a5fdf5440e71d28fcce7632c2ed96aac8dfae86a07a2","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png; provenance/references/07f3c0b5566d-청지기_화풍참조.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 23-year-old female person in southern England around 1300; authentically facing toward viewer LEFT in a three-quarter view, nose projecting toward image left. visibly fat build, full cheeks and fleshy jaw, thick neck and broad soft shoulders. Unique anatomical identity: wide soft hexagonal face, small saddle-bridged round nose, narrow upward-slanting brown eyes, thick straight brows, small lips with strongly defined cupid bow, broad chin and full neck. Skin: light rosy beige with freckles; hair: medium brown. Period clothing integrated naturally into this complete bust portrait: young Benedictine nun in plain dark wool habit, off-white linen wimple enclosing hair and throat, dark veil, no ordination vestments. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","412829ea5e127222b40ed25b8d2d94ee8792212dee834298f0c881d98f61efbf"
"P27","P27","pool","portraits/P27.png","m","mature","45","clerical","average","front","sandy brown grey","light warm ivory","wide low skull, long concave nose ending in a broad drooping tip, large wide-spaced blue eyes, arched uneven brows, short philtrum, full lower lip, short square chin and compact ears, clean shaven","secular parish priest in simple sober grey-brown long clerical gown visible at bust, practical clerical tonsure, no monastic habit and no ceremonial stole","celibate","provenance/raw/P27.png","58c24fdd0b105301fceb8cb83453805199a4662d478bbc3c6c21397d2f58cc25","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png; provenance/references/07f3c0b5566d-청지기_화풍참조.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 45-year-old male person in southern England around 1300; almost front-facing, natural slight asymmetry, both cheeks visible. ordinary medium build with natural cheek volume, medium neck and shoulders. Unique anatomical identity: wide low skull, long concave nose ending in a broad drooping tip, large wide-spaced blue eyes, arched uneven brows, short philtrum, full lower lip, short square chin and compact ears, clean shaven. Skin: light warm ivory; hair: sandy brown grey. Period clothing integrated naturally into this complete bust portrait: secular parish priest in simple sober grey-brown long clerical gown visible at bust, practical clerical tonsure, no monastic habit and no ceremonial stole. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","30ad11436ce70f267135303962d5324322507ed0863b1a6b123a6ac2202248bd"
"P28","P28","pool","portraits/P28.png","f","mature","40","clerical","thin","left","auburn brown","fair pale golden ivory","high narrow oval skull, strong convex hooked nose, small deep-set green eyes, high rounded eyebrows, distinctly wide full mouth, long pointed chin with subtle notch, hollow cheeks","Benedictine nun in plain charcoal habit with cream linen wimple and dark veil, no ornamental cross or jeweled trim","celibate","provenance/raw/P28.png","3dacce028ae0daf80c8fa92e47013038c3b8edcbb28c725468f033cff65089a4","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 40-year-old female person in southern England around 1300; authentically facing toward viewer LEFT in a three-quarter view, nose projecting toward image left. visibly lean build, angular cheek and slender neck and shoulders. Unique anatomical identity: high narrow oval skull, strong convex hooked nose, small deep-set green eyes, high rounded eyebrows, distinctly wide full mouth, long pointed chin with subtle notch, hollow cheeks. Skin: fair pale golden ivory; hair: auburn brown. Period clothing integrated naturally into this complete bust portrait: Benedictine nun in plain charcoal habit with cream linen wimple and dark veil, no ornamental cross or jeweled trim. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","7a22b0f148d47f79991d1fca91839444e91acc7efe63e200207501bfeb440350"
"P29","P29","pool","portraits/P29.png","m","old","61","clerical","fat","front","white grey","light ruddy peach","broad low round skull, very wide blunt fleshy nose, small deeply hooded grey eyes, thick bushy white eyebrows, wide thin-lipped mouth, substantial jowls and thick neck, small close ears, clean shaven","older Franciscan friar in plain worn grey-brown undyed wool habit, lowered cowl, modest crown tonsure and no priestly stole","celibate","provenance/raw/P29.png","25fff381ea60ed952127c299d96b8bbea23fa33b8e1d5ac263800ebc5e15ee3a","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 61-year-old male person in southern England around 1300; almost front-facing, natural slight asymmetry, both cheeks visible. visibly fat build, full cheeks and fleshy jaw, thick neck and broad soft shoulders. Unique anatomical identity: broad low round skull, very wide blunt fleshy nose, small deeply hooded grey eyes, thick bushy white eyebrows, wide thin-lipped mouth, substantial jowls and thick neck, small close ears, clean shaven. Skin: light ruddy peach; hair: white grey. Period clothing integrated naturally into this complete bust portrait: older Franciscan friar in plain worn grey-brown undyed wool habit, lowered cowl, modest crown tonsure and no priestly stole. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait. MANDATORY camera angle: nose points straight toward viewer, both ears and cheek widths almost equally visible. Face rotation at most5degrees, NOT threequarter.","e8cbbcf52582a69a42157ded2b783bcf28fd5df827004fa74cd9531e19796812"
"P30","P30","pool","portraits/P30.png","f","old","73","clerical","average","right","white grey","pale cool yellow ivory with prominent brown age spots","very long narrow oval elderly face with high domed forehead, very short deeply concave upturned nose, tiny narrow eyes tilted slightly upward and widely spaced, protruding rounded ears, thin pursed lips with one corner higher, tiny receding chin, pronounced vertical forehead lines and temple age spots","elderly Benedictine nun in matte dark wool habit, simple aged cream wimple and dark veil, no luxurious trim","celibate","provenance/raw/P30.png","545d07bfe4fe154ae715b4a9616bcab5342602f6ea75b5160484c5a80a928c22","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. Elderly nun aged74 averagebuild naturalmediumneck andshoulders, RIGHTfacing3/4 nosepointsimageRIGHT. very long narrow oval elderly face with high domed forehead, very short deeply concave upturned nose, tiny narrow eyes tilted slightly upward and widely spaced, protruding rounded ears, thin pursed lips with one corner higher, tiny receding chin, pronounced vertical forehead lines and temple age spots. pale cool yellow ivory with prominent brown age spots. Whitegreyhair entirelycovered by Benedictineblackveil with offwhite foreheadband and fittedwimple underchin, plaincharcoalhabit. Her radically distinct smallconcave upturnednose and tinyrecedingchin arekeyidentity. NOT longstraight pointednose and NOT strongprojectingjaw. Fullynatural dignified human, never caricature, no toothygrin.","12d323745bba42cbcf762ec530e10df7caa7f469838ea23bb93211eccc356f0d"
"P31","P31","pool","portraits/P31.png","f","young","19","poor_servant","average","left","black brown","light warm peach with freckles","short wide heart-shaped face, broad flared nose with low bridge, large round pale grey eyes, naturally thick lips, narrow pointed chin, prominent rounded ears, slight asymmetry in smile","faded madder-red wool kirtle with carefully repaired elbow area barely visible, plain linen apron, simple headcloth, tidy service clothing","unmarried","provenance/raw/P31.png","3529bca3e5f6c096d750d97b6a331cc13d309d1bee12d55ac01c76548c55e535","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 19-year-old female person in southern England around 1300; authentically facing toward viewer LEFT in a three-quarter view, nose projecting toward image left. ordinary medium build with natural cheek volume, medium neck and shoulders. Unique anatomical identity: short wide heart-shaped face, broad flared nose with low bridge, large round pale grey eyes, naturally thick lips, narrow pointed chin, prominent rounded ears, slight asymmetry in smile. Skin: light warm peach with freckles; hair: black brown. Period clothing integrated naturally into this complete bust portrait: faded madder-red wool kirtle with carefully repaired elbow area barely visible, plain linen apron, simple headcloth, tidy service clothing. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","8c02ee5619d218900dfcbe72da7f38c1a8f8ca2e1c8f92eaa4a4088f42a40ded"
"P32","P32","pool","portraits/P32.png","m","young","21","poor_servant","fat","front","golden brown","fair cool ivory","large broad rectangular skull, long straight narrow nose, small widely spaced green eyes, thick low eyebrows, prominent full mouth, heavy squared chin and broad neck, ears close to head, no beard","secondhand muted woad-blue wool tunic with visible neat repairs, plain brown shoulder wrap, rough medium-length hair, no comic filth","unmarried","provenance/raw/P32.png","a4b2453e0073ce4753c281a4d0923c0874b8edd2aa9e4751bb4952243cc931b2","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 21-year-old male person in southern England around 1300; almost front-facing, natural slight asymmetry, both cheeks visible. visibly fat build, full cheeks and fleshy jaw, thick neck and broad soft shoulders. Unique anatomical identity: large broad rectangular skull, long straight narrow nose, small widely spaced green eyes, thick low eyebrows, prominent full mouth, heavy squared chin and broad neck, ears close to head, no beard. Skin: fair cool ivory; hair: golden brown. Period clothing integrated naturally into this complete bust portrait: secondhand muted woad-blue wool tunic with visible neat repairs, plain brown shoulder wrap, rough medium-length hair, no comic filth. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait. MANDATORY camera angle: nose points straight toward viewer, both ears and cheek widths almost equally visible. Face rotation at most5degrees, NOT threequarter.","f2134371d258debad517de865468e7d2924e9b501d07ed8e6ce3fc17bdbb8338"
"P33","P33","pool","portraits/P33.png","f","mature","35","poor_servant","thin","right","dark brown","light warm beige with dense freckles","short broad angular face with extremely wide cheekbones and hollow cheeks, small flat upturned nose with wide nostrils, heavy straight black eyebrows, very wide-set narrow hazel eyes, broad thin asymmetric mouth, jutting square chin, small attached ears, long very slender neck","patched muted sage wool kirtle, practical linen apron, clean cream linen coif and tied headcloth covering crown","married","provenance/raw/P33.png","b4bcf55bf9e42d861a019dded421fb9d4812c451a83c2e095f3330b452e63aca","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. 35yearold thin female servant, RIGHTfacing3/4, verylean bonyshoulders andlongthin neck, but SHORT BROAD ANGULAR skull. short broad angular face with extremely wide cheekbones and hollow cheeks, small flat upturned nose with wide nostrils, heavy straight black eyebrows, very wide-set narrow hazel eyes, broad thin asymmetric mouth, jutting square chin, small attached ears, long very slender neck. light warm beige with dense freckles. Darkbrownhair fullycovered by simpletightoffwhite linen coif tiedatnape, NO voluminousveil. Patchedmutedsage woolkirtle, linenapron. Unconventionallystrong distincthumanface, entirelyrealistic. DoNOTdraw narrowredheaded prettywoman or pilotfemale face. Noseverysmallflat, jawSQUARE notpointed.","eaadc7352926ed276cb3339c9deb3d9ce475c0a319c345a6daf7df824eb6fae6"
"P34","P34","pool","portraits/P34.png","m","mature","44","poor_servant","average","front","dark brown","light olive cream","broad flat cheek planes, very short round bulb nose, slightly crossed brown eyes gently and naturally rendered, wide mouth with one missing front tooth, squared receding chin, one prominent ear, irregular short dark stubble","worn dull ochre wool tunic with a faded blue repair patch, simple unbleached coif, sober neutral expression without ridicule","married","provenance/raw/P34.png","78591b579c7038222e8b6357ac497d91f2512dd94a06da5ef1f6a7720bc6318f","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 44-year-old male person in southern England around 1300; almost front-facing, natural slight asymmetry, both cheeks visible. ordinary medium build with natural cheek volume, medium neck and shoulders. Unique anatomical identity: broad flat cheek planes, very short round bulb nose, slightly crossed brown eyes gently and naturally rendered, wide mouth with one missing front tooth, squared receding chin, one prominent ear, irregular short dark stubble. Skin: light olive cream; hair: dark brown. Period clothing integrated naturally into this complete bust portrait: worn dull ochre wool tunic with a faded blue repair patch, simple unbleached coif, sober neutral expression without ridicule. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait. MANDATORY camera angle: nose points straight toward viewer, both ears and cheek widths almost equally visible. Face rotation at most5degrees, NOT threequarter.","e1ee44defd57c3a3cc37b96e2ccec1de4817e78405b7e34612bc71608cb569b9"
