"id","kind","file","width","height","pivot_x","pivot_y","status","references","full_prompt","processing","sha256"
"lime_kiln_active","active","assets/active/lime_kiln-active-v1.png","288","264","133","255","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/lime_kiln-v1.png","Create ONE transparent RGBA active-overlay source for the supplied historical game building. Do NOT redraw ANY building or any ground. Output ONLY requested isolated effect/prop, as a clean hand-painted small game sprite matching the attached source's colours, thin dark brown outlines, upper-left lighting, SW orthographic 2:1 ground projection. Southern England AD1348, natural subdued colours, no text, no frame, no symbols. Entire remaining canvas must be true transparency, no background, painted checkerboard, shadows, aura or vignette. Do not enlarge ordinary props into monuments. EFFECT: One upright narrow plume of warm PALE GREY industrial kiln smoke, fine at bottom emitting point, gently curling thicker at top. Restrained transparent wispy edges. No chimney or structure.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","3edba3473dc0f33debbaaa79a4d940f3f7580ec3a88749c97050b2b6c340599b"
"charcoal_clamp","base","assets/bld/charcoal_clamp-v1.png","144","160","74","151","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET charcoal_clamp: CHARCOAL CLAMP at forest edge: low round dome/mound of earth and turf covering stacked wood, a few visible cut logs at a small foot opening. Small vent holes in mound top. NO chimney pipe or stone kiln or building or roof. Single compact low mound, very muted earth colours, no surrounding terrain slab. Idle with NO smoke.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","97aedc00809bdf89ad68f8e3faa2cbf4ef94cd5a4d7e41e7a59408967cdfd35e"
"charcoal_clamp_active","active","assets/active/charcoal_clamp-active-v1.png","144","160","74","151","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/charcoal_clamp-v1.png","Create ONE transparent RGBA active-overlay source for the supplied historical game building. Do NOT redraw ANY building or any ground. Output ONLY requested isolated effect/prop, as a clean hand-painted small game sprite matching the attached source's colours, thin dark brown outlines, upper-left lighting, SW orthographic 2:1 ground projection. Southern England AD1348, natural subdued colours, no text, no frame, no symbols. Entire remaining canvas must be true transparency, no background, painted checkerboard, shadows, aura or vignette. Do not enlarge ordinary props into monuments. EFFECT: One low delicate grey charcoal smoke plume, several fine wisps merging upward, fine at bottom. Low-intensity and slightly smoky blue-grey, not thick white cloud. No mound or structure.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","013db6798c3b4a4710399056f4ff5d540238f0bd2245c1b69959b445523c60c4"
"pottery_kiln","base","assets/bld/pottery_kiln-v1.png","288","252","201","243","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET pottery_kiln: POTTERY KILN workshop: small round dome firing kiln of rough earthy clay and stone, short narrow furnace flue, front firing arch; adjacent low simple thatched open shelter, a bench with a few terracotta pots as functional signature. Ordinary medieval industrial workshop, not modern brickworks. Two tile square. No smoke or glow in base.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","eff1cb20173f85c47bab95f1225524136a84a27727add880a5ee4cb2a101a643"
"pottery_kiln_active","active","assets/active/pottery_kiln-active-v1.png","288","252","201","243","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/pottery_kiln-v1.png","Create ONE transparent RGBA active-overlay source for the supplied historical game building. Do NOT redraw ANY building or any ground. Output ONLY requested isolated effect/prop, as a clean hand-painted small game sprite matching the attached source's colours, thin dark brown outlines, upper-left lighting, SW orthographic 2:1 ground projection. Southern England AD1348, natural subdued colours, no text, no frame, no symbols. Entire remaining canvas must be true transparency, no background, painted checkerboard, shadows, aura or vignette. Do not enlarge ordinary props into monuments. EFFECT: One vertical narrow plume of soft warm GREY pottery kiln smoke with two wispy curls, fine at bottom emitting point. Semi-transparent edges, no chimney or structure.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","5acdfdd6c899e6587de8a49152139e28f27bd9132ff8d0ee831ba09231925101"
"butcher_shambles","base","assets/bld/butcher_shambles-v1.png","224","176","67","167","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET butcher_shambles: Medieval BUTCHER SHAMBLES long open timber market stall, two by one tiles, low plain flat-peg-tile shelter roof on oak posts, wooden chopping table. Two SMALL subdued brown-red dressed cuts of meat hang under beam, restrained, no gore or blood, no heads. No domestic house/chimney, no modern awning or text.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","4c6e2cdc1b1bb0939cf45a4270fa5b4b34ff3ff55b63e4fffa763d3e0d16c281"
"butcher_shambles_active","active","assets/active/butcher_shambles-active-v1.png","224","176","67","167","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/butcher_shambles-v1.png","Create ONE isolated transparent RGBA game sprite: two small restrained brown-red dressed meat cuts hanging on short iron hooks, a medieval butcher stall active overlay ingredient. Southern England AD1348. Clean hand-painted prerendered game style, muted natural colours, narrow brown outlines, SW orthographic 2:1 view, upper-left light. No blood, gore, heads, people, stall, building or background. Only the two small hanging cuts, true transparent surrounding pixels.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","b9b4e5a4137efff90ea487d9f41f156d07cc5dedd4878bc788a12bf07d8297a2"
"market_cross_wood","base","assets/bld/market_cross_wood-v1.png","144","160","69","151","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET market_cross_wood: WOODEN MARKET CROSS: tall plain weathered oak Christian cross rising from small sturdy stepped timber base, four low market-edge posts, very simple undecorated street landmark. Full cross readable silhouette. NO roof or chimney, no background, no ground slab.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","0c4ac1e67a74162bce14e7d11f1e536d6921a02ce3cbff8719e31ff6fc6fdd2c"
"market_cross_wood_active","active","assets/active/market_cross_wood-active-v1.png","144","160","69","151","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/market_cross_wood-v1.png","Create transparent RGBA isolated overlay ingredients for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One small woven wicker market basket containing three muted ochre loaves, a folded muted olive cloth beside it. SW 2:1 ground plane. No cross/base/people.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","a152afea8560084d37a467b2ceec1034dd0b01a405e8827df0be70a07d2ca08b"
"market_cross_stone","base","assets/bld/market_cross_stone-v1.png","144","176","71","167","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET market_cross_stone: STONE MARKET CROSS: plain shaft and simple cross finial carved from grey-brown stone, modest octagonal three-step stone base. Clearly a medieval market-place landmark, not a gravestone, no elaborate gothic tracery or roof. Tall slender silhouette, no terrain beyond steps.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","5583e11a0d6693e93e237d127e2b2fd2a53b8935cfd502a7407b42039b33a858"
"market_cross_stone_active","active","assets/active/market_cross_stone-active-v1.png","144","176","71","167","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/market_cross_stone-v1.png","Create ONE transparent RGBA active-overlay source for the supplied historical game building. Do NOT redraw ANY building or any ground. Output ONLY requested isolated effect/prop, as a clean hand-painted small game sprite matching the attached source's colours, thin dark brown outlines, upper-left lighting, SW orthographic 2:1 ground projection. Southern England AD1348, natural subdued colours, no text, no frame, no symbols. Entire remaining canvas must be true transparency, no background, painted checkerboard, shadows, aura or vignette. Do not enlarge ordinary props into monuments. EFFECT: One small woven wicker market basket with two muted russet cloth rolls, SW 2:1 ground plane. No cross/base/people.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","f7baf45553d1e392f15aab0b118c7f9d357dbdf36c316ea609171ff1b2c416d4"
"almshouse","base","assets/bld/almshouse-v1.png","288","200","76","191","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET almshouse: ALMSHOUSE: long LOW SINGLE STOREY range of four tiny rooms with four simple oak doors and small shuttered windows, warm limewash over rubble stone; tiny chapel room at one end with slightly raised gable and one narrow pointed opening. Continuous modest flat peg tile roof. Three by one tiles, restrained charitable shelter. NO chimney anywhere.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","9f756b1011dba1d33dca6b87f55079bc8a8ca491edad479d69b39fa4aa5e4a33"
"almshouse_active","active","assets/active/almshouse-active-v1.png","288","200","76","191","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/almshouse-v1.png","Create transparent RGBA isolated overlay ingredients for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One small woven bread basket and a squat unglazed clay bowl together, charity food provision, SW 2:1, restrained ochre and brown. No building or people.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","4a60aeb3e530ea1beb266bd5c2a726e019f8a63a10ee34873f029bf9f96c084c"
"hospital","base","assets/bld/hospital-v1.png","352","272","273","263","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET hospital: MEDIEVAL HOSPITAL as charitable HOSPICE, not a modern clinic: one-storey long stone infirmary shelter hall with a narrower chapel chancel at its eastern end, modest low attached timber porch, plain pointed windows, flat peg tile roof. Three by two tiles, simple ecclesiastical silhouette. NO red crosses, no medical signs, NO chimney.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","05a89e58b2ed323514db85c52016051f568c3a4c2c0e312818b574821a061fdb"
"hospital_active","active","assets/active/hospital-active-v1.png","352","272","273","263","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/hospital-v1.png","Create transparent RGBA isolated overlay ingredients for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One plain small iron wall bracket holding a burning wax candle, subtle warm amber light, no glass lantern, no hospital or wall.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","8c9aa3f1ffb1b138aceff38e76271a0e7381df1f209320b62b738504dc5e9784"
"chantry_chapel","base","assets/bld/chantry_chapel-v1.png","160","176","64","167","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET chantry_chapel: Tiny CHANTRY CHAPEL church annex: one short single-storey grey-brown rubble stone chapel, low flat peg tile gable, narrow pointed side window and simple west doorway, small end cross. One tile, deliberately smaller than supplied parish church. NO tower or chimney.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","080b53329b83c2d15b6493208379072481adba7abcdf93175ec2aefc7d41be47"
"chantry_chapel_active","active","assets/active/chantry_chapel-active-v1.png","160","176","64","167","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/chantry_chapel-v1.png","Create transparent RGBA isolated overlay ingredients for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One plain small iron wall bracket holding a burning wax candle, subtle warm amber light, no glass lantern, no building or wall.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","d109c7b3eb70c68b008a3bd67577884adb485d72896431218c1210e8008e7c02"
"manor_house_a","base","assets/bld/manor_house_a-v1.png","416","328","249","319","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET manor_house_a: MANOR HOUSE: modest but authoritative ONE STOREY STONE GREAT HALL with tall hall roof, attached TWO STOREY OAK AND PLASTER WING at right, irregular flat peg tiles, low rubble stone boundary walls and clear courtyard gateway at front. Three by three tiles. Clear empty petitioners space just inside gate, NO people in base. No castle turrets, NO chimneys or flues on either hall or wing.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","916941e26116e6344755466e902e067b43fe1494994ea74fafe664bb53c6f745"
"manor_house_a_active","active","assets/active/manor_house_a-active-v1.png","416","328","249","319","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/manor_house_a-v1.png","Create transparent RGBA isolated overlay ingredients for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. Wide canvas two separate components: LEFT HALF A small warm amber RECTANGULAR window-light patch, plain translucent glow with slight hand-painted soft variation, no frame. RIGHT HALF A plain LOW OAK WAITING BENCH outside a medieval petitioners gateway, SW 2:1, without people, simple two legs and backless seat. Leave clear transparent central gutter.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","98ed0dd5361dc289835a1cd8e96b6b59be9404544581bf6f5f9a3630dbdac6bb"
"manor_house_b","base","assets/bld/manor_house_b-v1.png","416","328","251","319","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET manor_house_b: MANOR HOUSE alternative B, same wealth: ONE STOREY long rubble-stone hall, attached two-storey timber framed warm plaster residential wing on left, modest courtyard enclosed by low stone wall and plain timber gate, flat peg tile roofs. Vary hall roof pitch and doorway/windows from A, not richness. Open area for petitioners by gate, no people. NO chimney anywhere.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","ee3335da84739e139156ed879342ee0312e4a13bd36ee0bf12ce4252fcc3edb4"
"manor_house_b_active","active","assets/active/manor_house_b-active-v1.png","416","328","251","319","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/manor_house_b-v1.png","Create transparent RGBA isolated overlay ingredients for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. Wide canvas two separate components: LEFT HALF A small warm amber RECTANGULAR window-light patch, plain translucent glow with slight hand-painted soft variation, no frame. RIGHT HALF A plain LOW OAK WAITING BENCH outside a medieval petitioners gateway, SW 2:1, without people, simple two legs and backless seat. Leave clear transparent central gutter.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","1b798cb1e3def1a43658f8393464f0a859a94f2e644edfaec22a9276a993582d"
"guildhall","base","assets/bld/guildhall-v1.png","352","300","107","291","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET guildhall: GUILDHALL with unmistakable OPEN STONE ARCADE along entire GROUND FLOOR for market trade, at least THREE sturdy pointed arches, sheltered through passage. ABOVE this is one broad TIMBER FRAMED upper MEETING ROOM with closed oak shutter windows, flat peg tiled roof. Three by two tiles, civic hall not manor or church, no tower, NO chimney. Strong arcaded open ground floor.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","ec19064c1cb777ef0e9edf11806b23d1e65e6fbf5fb66b16c452670a06de6c94"
"guildhall_active","active","assets/active/guildhall-active-v1.png","352","300","107","291","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/guildhall-v1.png","Create transparent RGBA isolated overlay ingredients for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One modest oak market transaction table, with a plain open parchment ledger and two rolled parchments, seen SW 2:1. No text/letters, no money symbol, no architecture.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","c7ca9ab9fbc827e770691c7e182b4f4e3a11499741820cfc40713610c7346f51"
