"identity_id","stage","id","file","sex","age","class","occupation","body","direction","hair_color","skin_tone","features","clothing","marital_status","expression","headwear_type","source_file","source_sha256","reference_files","prompt","sha256"
"I051","mature","I051_mature","portraits/I051_mature.png","m","45","artisan","joiner","thin","front","black brown with scattered grey strands","light warm beige with red nose and freckles","very wide butterfly cheekbones; short forehead and long heavy square jaw; short sharply concave nose with raised tip; close-set narrow green eyes; broad full mouth; deeply notched broad chin; low large rounded ears","dull sage practical wool tunic, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small wooden rule at lower edge, no fur or jewelry","married","sharp_suspicious","hood","provenance/raw/I051_mature.png","fa844f8da5be5b22490fe43cdbc5617f4edf9267636bd0281e32fc4e0e416b6a","provenance/references/8ea290039cce-I051_mature-r1-ref0.png","IDENTITYPRESERVING completeportrait edit. ApplyVISIBLECHANGES first: Age45middleaged visible crowfeet nasolabialfolds earlygreytemples, notelderly. EXPRESSION:VISIBLE SHARP assessingnarroweyes onebrowraised firmmouth NOTsad. REPLACE HEADWEAR:early period chaperon in simple hood-and-cape form, NOT later turban form; visible natural ear-below bob hair.  CLOTHING:dull sage practical wool tunic, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small wooden rule at lower edge, no fur or jewelry. Haircolor:black brown with scattered grey strands. PreserveexactSAMEPERSON skull/nose/eyes/ears/chin:very wide butterfly cheekbones; short forehead and long heavy square jaw; short sharply concave nose with raised tip; close-set narrow green eyes; broad full mouth; deeply notched broad chin; low large rounded ears. Same front direction and thin bodytype. Samepainterlyrealism upperleftlight plaingreybrown opaque squarebust. Integratedskinaging notwrinklestickers. Civiliannormalhair belowearbluntbob exceptspecifiedtonsure/bald. MINIVER plainmottledGREYWHITE SQUIRREL fur NO BLACKERMINE SPOTS. Showtargetheadwear evenifdifferentfromoriginal. No mirror/text/grid/newactor.","05fd80df5ad03fd228bc79a55f01d506ad4c618e121fb562a0a829a1c3dc03c5"
"I051","old","I051_old","portraits/I051_old.png","m","70","artisan","joiner","thin","front","silver-grey and white remnants of original black brown","light warm beige with red nose and freckles","very wide butterfly cheekbones; short forehead and long heavy square jaw; short sharply concave nose with raised tip; close-set narrow green eyes; broad full mouth; deeply notched broad chin; low large rounded ears","dull sage practical wool tunic, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small wooden rule at lower edge, no fur or jewelry","married","neutral","bare_bob","provenance/raw/I051_old.png","a5b72a22d5009a49985cea4cd81cef09b5e2406f8bbffaa5fd7dcd860e8a4123","provenance/references/8ea290039cce-I051_old-r1-ref0.png","IDENTITYPRESERVING completeportrait edit. ApplyVISIBLECHANGES first: Age70elderly clearlysilverwhitehair saggingcheeksjowlsneck droopinglids andagespots. At96px mustread65-75 not50. EXPRESSION:relaxedneutralmouth. REPLACE HEADWEAR:bare head with naturally uneven straight or wavy blunt bob below ears, no short sides or fade.  CLOTHING:dull sage practical wool tunic, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small wooden rule at lower edge, no fur or jewelry. Haircolor:silver-grey and white remnants of original black brown. PreserveexactSAMEPERSON skull/nose/eyes/ears/chin:very wide butterfly cheekbones; short forehead and long heavy square jaw; short sharply concave nose with raised tip; close-set narrow green eyes; broad full mouth; deeply notched broad chin; low large rounded ears. Same front direction and thin bodytype. Samepainterlyrealism upperleftlight plaingreybrown opaque squarebust. Integratedskinaging notwrinklestickers. Civiliannormalhair belowearbluntbob exceptspecifiedtonsure/bald. MINIVER plainmottledGREYWHITE SQUIRREL fur NO BLACKERMINE SPOTS. Showtargetheadwear evenifdifferentfromoriginal. No mirror/text/grid/newactor.","3a1369adbd8956d4d6c025026a4a6ed49826f303f40df47cfb4f3611c5f59784"
"I052","young","I052_young","portraits/I052_young.png","f","24","artisan","weaver","fat","left","ash brown","fair cool cream with rosy cheeks","high rectangular forehead; small widely spaced hazel eyes with lowered outer corners; narrow long nose with broad flat tip; full cheeks but strongly square jaw corners; long thin upper lip and small lower lip; broad cleft chin; protruding ears","faded woad-blue practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small thread spool at lower edge, no fur or jewelry","unmarried","neutral","coif","provenance/raw/I052_young.png","ed7c6069542f6b8ff58067d801d27f332ec13d146170fa26ca2926c60bef3ee6","provenance/references/c88d923aca2f-파일럿_36명_통과_기준.jpg","Paint one complete indivisible square bust portrait, Southern England circa1300, same natural hand-painted realism and fine skin/wool brush texture as approved reference sheet. Reference is STYLE and quality ONLY; invent a completely NEW person unlike ANY reference face, never copy skull/eyes/nose. Opaque plain low-saturation grey-brown background, soft upper-left light, eyes40-48%height, comfortable head margin, full upper chest and shoulders to bottomedge. Natural realistic anatomy, no caricature, no photo filter, no black outlines/text/frame. DISTINCT CRANIOFACIAL IDENTITY and body silhouette. Skin tone and bodyfat do not imply wealth, morality or virtue. Draw desired direction from scratch NEVER mirror. Clothing MUST visibly identify circa1300 class: fine saturated but restrained scarlet/deepblue/forestgreen and sizeable miniver/fox fur for gentry, good mutedblue/plum wool and fur for merchant, workaprons/tools for artisan, coarse faded repairedcloth for labour/poor. All costumes painted coherently with face, not layers. Female headwear per subject must be structurally accurate and varied, NOT generic whiteveil every time. Adult male hair with straight or softlywavy blunt bob reaching BELOW EARS circa1300, no modern cropped sides/crewcut (except specified tonsure or bald elder). Expression MUST follow subject, mild lifelike smiling/worry/sharpness where specified. ONE complete natural hand-painted bust of I052, a 24-year-old woman in southern England around 1300, weaver, genuinely facing image LEFT in three-quarter view. Permanent unique anatomical identity: high rectangular forehead; small widely spaced hazel eyes with lowered outer corners; narrow long nose with broad flat tip; full cheeks but strongly square jaw corners; long thin upper lip and small lower lip; broad cleft chin; protruding ears. Build: clearly fat, full cheeks and jaw flesh, thick neck and broad soft shoulders without caricature. Skin: fair cool cream with rosy cheeks; no complexion or body moral/class symbolism. Hair: ash brown. Age: youthful facial tissue and clear eyes, no deep mature wrinkles. Expression: quiet neutral relaxed mouth and alert eyes. Clothing must visibly communicate occupation and class: faded woad-blue practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small thread spool at lower edge, no fur or jewelry. Headwear: close cream linen coif neatly tied. Across ages preserve this actual skull, nose, eye spacing, ear shape and chin asymmetry; do not substitute another actor. No modern fade, undercut, crew cut or makeup. Whole person painted together, no layers and no mirroring. Coherent upper-left light, flat muted grey-brown background, bust fills frame, eye line roughly 40–48 percent canvas height. Gentry colors visibly richer than labour cloth, never neon. Distinct realistic individual, no caricature or repeated pilot face.","bb503401913dea946ef19e255565fd7fd7e02d570097ca552fb3630be9512ec6"
"I052","mature","I052_mature","portraits/I052_mature.png","f","45","artisan","weaver","fat","left","ash brown with scattered grey strands","fair cool cream with rosy cheeks","high rectangular forehead; small widely spaced hazel eyes with lowered outer corners; narrow long nose with broad flat tip; full cheeks but strongly square jaw corners; long thin upper lip and small lower lip; broad cleft chin; protruding ears","faded woad-blue practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small thread spool at lower edge, no fur or jewelry","married","tired_worried","colored_headscarf","provenance/raw/I052_mature.png","4184dd6f61f309fd7c486258903017b0800799e2da00c61b416665f9b75eb92b","provenance/references/bb503401913d-I052_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age45 MIDDLEAGED: visible nasolabialfolds,crowfeet and earlygreytemples, no elderlydeepwrinkles. EXPRESSION: visibly WEARY and WORRIED: raised innerbrows, slightlypinchedbrow, tired lowerlids andmouth. REPLACE HEADWEAR with: visibly colored muted ochre or woad-blue headscarf tied behind crown, NOT white veil.  TARGET CLOTHES: faded woad-blue practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small thread spool at lower edge, no fur or jewelry. Targethaircolor: ash brown with scattered grey strands. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: high rectangular forehead; small widely spaced hazel eyes with lowered outer corners; narrow long nose with broad flat tip; full cheeks but strongly square jaw corners; long thin upper lip and small lower lip; broad cleft chin; protruding ears. Keep left-facing orientation, fat bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","22f20b513c0995df2c495a634056e4308589b1f6f97abfe500a2fa51b9ee6584"
"I052","old","I052_old","portraits/I052_old.png","f","70","artisan","weaver","fat","left","silver-grey and white remnants of original ash brown","fair cool cream with rosy cheeks","high rectangular forehead; small widely spaced hazel eyes with lowered outer corners; narrow long nose with broad flat tip; full cheeks but strongly square jaw corners; long thin upper lip and small lower lip; broad cleft chin; protruding ears","faded woad-blue practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small thread spool at lower edge, no fur or jewelry","married","neutral","hood","provenance/raw/I052_old.png","b22cb546d9985b2ec2426ef5314e7a929c3bdd952e53891ce781ec45a4d74838","provenance/references/bb503401913d-I052_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age70 ELDERLY: clearly silverwhitehair ifvisible, sagging cheeks/jaw/neck, thinnertemplevolume, droopingeyelids, irregularagespots. Read65-75 at96px, not merely50. EXPRESSION: relaxed neutral mouth. REPLACE HEADWEAR with: period fitted wool hood with open face and draped shoulder cape.  TARGET CLOTHES: faded woad-blue practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small thread spool at lower edge, no fur or jewelry. Targethaircolor: silver-grey and white remnants of original ash brown. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: high rectangular forehead; small widely spaced hazel eyes with lowered outer corners; narrow long nose with broad flat tip; full cheeks but strongly square jaw corners; long thin upper lip and small lower lip; broad cleft chin; protruding ears. Keep left-facing orientation, fat bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","fe2c9aee2061b1b5795f483cc2ec31fce1161dae8b90afbf4644f5b2bd580720"
"I053","young","I053_young","portraits/I053_young.png","f","24","artisan","baker and retail seller","thin","right","red brown","light peach ivory with olive cast","short broad skull; heavy low straight brows over large grey eyes; short broad nose with flat square end; wide full lips and sharp cupid bow; very long slender lower jaw ending in small blunt chin; small high ears","muted brick-red practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small baker scraper at lower edge, no fur or jewelry","married","slight_smile","straw_hat","provenance/raw/I053_young.png","fb32199e97b04799fa1773b7bcff71956f9642022a09c579b6e55d06c024bb41","provenance/references/c88d923aca2f-파일럿_36명_통과_기준.jpg","Paint one complete indivisible square bust portrait, Southern England circa1300, same natural hand-painted realism and fine skin/wool brush texture as approved reference sheet. Reference is STYLE and quality ONLY; invent a completely NEW person unlike ANY reference face, never copy skull/eyes/nose. Opaque plain low-saturation grey-brown background, soft upper-left light, eyes40-48%height, comfortable head margin, full upper chest and shoulders to bottomedge. Natural realistic anatomy, no caricature, no photo filter, no black outlines/text/frame. DISTINCT CRANIOFACIAL IDENTITY and body silhouette. Skin tone and bodyfat do not imply wealth, morality or virtue. Draw desired direction from scratch NEVER mirror. Clothing MUST visibly identify circa1300 class: fine saturated but restrained scarlet/deepblue/forestgreen and sizeable miniver/fox fur for gentry, good mutedblue/plum wool and fur for merchant, workaprons/tools for artisan, coarse faded repairedcloth for labour/poor. All costumes painted coherently with face, not layers. Female headwear per subject must be structurally accurate and varied, NOT generic whiteveil every time. Adult male hair with straight or softlywavy blunt bob reaching BELOW EARS circa1300, no modern cropped sides/crewcut (except specified tonsure or bald elder). Expression MUST follow subject, mild lifelike smiling/worry/sharpness where specified. ONE complete natural hand-painted bust of I053, a 24-year-old woman in southern England around 1300, baker and retail seller, genuinely facing image RIGHT in three-quarter view. Permanent unique anatomical identity: short broad skull; heavy low straight brows over large grey eyes; short broad nose with flat square end; wide full lips and sharp cupid bow; very long slender lower jaw ending in small blunt chin; small high ears. Build: slender neck, narrow bony shoulders and lean tissues; skull may still be broad. Skin: light peach ivory with olive cast; no complexion or body moral/class symbolism. Hair: red brown. Age: youthful facial tissue and clear eyes, no deep mature wrinkles. Expression: subtle closed-mouth half-smile with gently lifted corners and softened eyes, no broad grin. Clothing must visibly communicate occupation and class: muted brick-red practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small baker scraper at lower edge, no fur or jewelry. Headwear: natural woven straw modest broad-brim hat over secured hair, face unobstructed. Across ages preserve this actual skull, nose, eye spacing, ear shape and chin asymmetry; do not substitute another actor. No modern fade, undercut, crew cut or makeup. Whole person painted together, no layers and no mirroring. Coherent upper-left light, flat muted grey-brown background, bust fills frame, eye line roughly 40–48 percent canvas height. Gentry colors visibly richer than labour cloth, never neon. Distinct realistic individual, no caricature or repeated pilot face.","ffb952af59988ea17068c394435daeb7ebc8d723e2131b8e0dcfa0ecc8b3b710"
"I053","mature","I053_mature","portraits/I053_mature.png","f","45","artisan","baker and retail seller","thin","right","red brown with scattered grey strands","light peach ivory with olive cast","short broad skull; heavy low straight brows over large grey eyes; short broad nose with flat square end; wide full lips and sharp cupid bow; very long slender lower jaw ending in small blunt chin; small high ears","muted brick-red practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small baker scraper at lower edge, no fur or jewelry","married","tired_worried","coif","provenance/raw/I053_mature.png","48b6302a28af9fd7139c56ecd00017a6907a6b841b8b4ba09c66619eb79c5322","provenance/references/ffb952af5998-I053_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age45 MIDDLEAGED: visible nasolabialfolds,crowfeet and earlygreytemples, no elderlydeepwrinkles. EXPRESSION: visibly WEARY and WORRIED: raised innerbrows, slightlypinchedbrow, tired lowerlids andmouth. REPLACE HEADWEAR with: close cream linen coif neatly tied.  TARGET CLOTHES: muted brick-red practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small baker scraper at lower edge, no fur or jewelry. Targethaircolor: red brown with scattered grey strands. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: short broad skull; heavy low straight brows over large grey eyes; short broad nose with flat square end; wide full lips and sharp cupid bow; very long slender lower jaw ending in small blunt chin; small high ears. Keep right-facing orientation, thin bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","c905e51dc15700d141109d42b919bec1db1b76e223bf1c7f40538a1576359052"
"I053","old","I053_old","portraits/I053_old.png","f","70","artisan","baker and retail seller","thin","right","silver-grey and white remnants of original red brown","light peach ivory with olive cast","short broad skull; heavy low straight brows over large grey eyes; short broad nose with flat square end; wide full lips and sharp cupid bow; very long slender lower jaw ending in small blunt chin; small high ears","muted brick-red practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small baker scraper at lower edge, no fur or jewelry","widow","neutral","widow_veil","provenance/raw/I053_old.png","501af61df92432d0ecff2728cefba5fffa12e4965ac051e799ec7b27fd5a2706","provenance/references/ffb952af5998-I053_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age70 ELDERLY: clearly silverwhitehair ifvisible, sagging cheeks/jaw/neck, thinnertemplevolume, droopingeyelids, irregularagespots. Read65-75 at96px, not merely50. EXPRESSION: relaxed neutral mouth. REPLACE HEADWEAR with: conservative widow veil in blue-grey or dark brown, not white and not obligatory pure black.  TARGET CLOTHES: muted brick-red practical wool kirtle, prominent worn leather apron, secured or rolled sleeves, work-polished apron, small baker scraper at lower edge, no fur or jewelry. Targethaircolor: silver-grey and white remnants of original red brown. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: short broad skull; heavy low straight brows over large grey eyes; short broad nose with flat square end; wide full lips and sharp cupid bow; very long slender lower jaw ending in small blunt chin; small high ears. Keep right-facing orientation, thin bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","7b4cefa42573b1897f20f32f4a8dc0391a86537f75c74ea1989258529971cc03"
"I054","young","I054_young","portraits/I054_young.png","m","24","labour","field labourer","thin","front","light flaxen brown","fair cool ivory with copper freckles","tall narrow forehead over very wide cheekbones; long bony nose bending outward then upward at tip; wide-set hooded dark eyes; nearly invisible upper lip and thick lower lip; jutting rounded chin; huge softly folded ears","coarse faded moss-grey wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim","unmarried","neutral","bare_bob","provenance/raw/I054_young.png","b6df9da9b1e08ee58484349049d0c9abe0492d4241f79193379e2de7a081cbc7","provenance/references/021d5a7813b4-I054_young-before-r2.png","Edit ONLY HAIR of this historicalportrait. Keepexactly sameperson facefeatures/age/expression/pose/garment/colors. Replace shortshaggy modernhair with authenticcirca1300 BLUNT BOB. Thick side locks extend CLEARLY BELOW BOTH EARLOBES TO JAWANGLE, partlycoverouterears, roundedcontinuousbobsilhouette and longer napeendingatupperneck. Samehaircolor, simpleunevenfringe; NO croppedsidehair, nofade/undercut, notmullet. Soft natural hair and natural handpainting, notwig. Sameflatbackground/crop/upperleftlight, no text/panels/flip.","d4eb231f952b4a78f700e7da4617b56db0c3607f53d6d48956acdce00b1c23e6"
"I054","mature","I054_mature","portraits/I054_mature.png","m","45","labour","field labourer","thin","front","light flaxen brown with scattered grey strands","fair cool ivory with copper freckles","tall narrow forehead over very wide cheekbones; long bony nose bending outward then upward at tip; wide-set hooded dark eyes; nearly invisible upper lip and thick lower lip; jutting rounded chin; huge softly folded ears","coarse faded moss-grey wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim","married","neutral","hood","provenance/raw/I054_mature.png","759fe2a0186bb26491e23d7d31579b314bb76732740c4d9cee8d05fcfac0549d","provenance/references/d4eb231f952b-I054_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age45 MIDDLEAGED: visible nasolabialfolds,crowfeet and earlygreytemples, no elderlydeepwrinkles. EXPRESSION: relaxed neutral mouth. REPLACE HEADWEAR with: early period chaperon in simple hood-and-cape form, NOT later turban form; visible natural ear-below bob hair.  TARGET CLOTHES: coarse faded moss-grey wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim. Targethaircolor: light flaxen brown with scattered grey strands. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: tall narrow forehead over very wide cheekbones; long bony nose bending outward then upward at tip; wide-set hooded dark eyes; nearly invisible upper lip and thick lower lip; jutting rounded chin; huge softly folded ears. Keep front-facing orientation, thin bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","6de0e43058ceef8b4ddff3fc81a73434865be0eb6df4f36b3a4b193fc95b9b1d"
"I054","old","I054_old","portraits/I054_old.png","m","70","labour","field labourer","thin","front","silver-grey and white remnants of original light flaxen brown","fair cool ivory with copper freckles","tall narrow forehead over very wide cheekbones; long bony nose bending outward then upward at tip; wide-set hooded dark eyes; nearly invisible upper lip and thick lower lip; jutting rounded chin; huge softly folded ears","coarse faded moss-grey wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim","married","neutral","bare_bob","provenance/raw/I054_old.png","5d6757a7588ef191d2c122808c18aa7a0d62c6564e01852cf59f4b2c9f92be8d","provenance/references/d4eb231f952b-I054_young.png","IDENTITY-PRESERVING fullportrait edit of attachedoriginal. FIRST apply these VISIBLE CHANGES: Now age70 ELDERLY: clearly silverwhitehair ifvisible, sagging cheeks/jaw/neck, thinnertemplevolume, droopingeyelids, irregularagespots. Read65-75 at96px, not merely50. EXPRESSION: relaxed neutral mouth. REPLACE HEADWEAR with: bare head with naturally uneven straight or wavy blunt bob below ears, no short sides or fade.  TARGET CLOTHES: coarse faded moss-grey wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim. Targethaircolor: silver-grey and white remnants of original light flaxen brown. Preserve SAME PERSON recognizable boneproportions, nose,eye spacing,earshape,chin andanyasymmetry: tall narrow forehead over very wide cheekbones; long bony nose bending outward then upward at tip; wide-set hooded dark eyes; nearly invisible upper lip and thick lower lip; jutting rounded chin; huge softly folded ears. Keep front-facing orientation, thin bodytype, same natural painterlyrealism, upperleftlight andplaingreybrown opaque squarebust framing. Coherent anatomicalaging throughfaceandneck, notwrinklestickers. CIVILIAN malehair must visiblyextendbelowearlobes in medievalbluntbob unless targettonsured/bald. Miniver is softmottledgreywhiteSQUIRRELfur withNOBLACKERMINEspots. Do notcopy originalheadwear iftargetdiffers. No flip, no text/frame/grid, no newactor.","37b80fc97c684c0321cff750f7755618fc9d64d5729ec965b99d2f8518aece16"
"I055","young","I055_young","portraits/I055_young.png","m","24","labour","carter","fat","left","black brown","light warm peach with red cheeks","short oblong skull; broad straight brows and large close grey eyes; broad short hooked nose; narrow pursed mouth; extremely broad heavy jaw and small cleft chin; full neck; tiny low ears","coarse faded woad-blue wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim","married","slight_smile","bare_bob","provenance/raw/I055_young.png","d031cd3b43fccef4413aa62990eacf4a6b8919050a98bc72c3e97de135196536","provenance/references/b41a2e1df88b-I055_young-before-r2.png","Edit ONLY HAIR of this historicalportrait. Keepexactly sameperson facefeatures/age/expression/pose/garment/colors. Replace shortshaggy modernhair with authenticcirca1300 BLUNT BOB. Thick side locks extend CLEARLY BELOW BOTH EARLOBES TO JAWANGLE, partlycoverouterears, roundedcontinuousbobsilhouette and longer napeendingatupperneck. Samehaircolor, simpleunevenfringe; NO croppedsidehair, nofade/undercut, notmullet. Soft natural hair and natural handpainting, notwig. Sameflatbackground/crop/upperleftlight, no text/panels/flip.","6c0e20a71dcb8c68a0901704d1df348dd70cb70227882bc86222e72bff0dec6b"
"I055","mature","I055_mature","portraits/I055_mature.png","m","45","labour","carter","fat","left","black brown with scattered grey strands","light warm peach with red cheeks","short oblong skull; broad straight brows and large close grey eyes; broad short hooked nose; narrow pursed mouth; extremely broad heavy jaw and small cleft chin; full neck; tiny low ears","coarse faded woad-blue wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim","married","neutral","hood","provenance/raw/I055_mature.png","2c45f8892cdc8e674a42138c2db2c5e2a21e34089769fb05fe3a5c889fd06667","provenance/references/6c0e20a71dcb-I055_mature-r1-ref0.png","IDENTITY-PRESERVE completeportrait edit. ApplytargetchangesFIRST: Now45middleaged withmoderatecrowfeet/forehead/nasolabialfolds, subtlegreytemples. Notelderly. EXPRESSION:neutralrelaxedmouth. REPLACE HEADWEAR:early period chaperon in simple hood-and-cape form, NOT later turban form; visible natural ear-below bob hair. . TARGETCLOTHING:coarse faded woad-blue wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim. HAIRCOLOR:black brown with scattered grey strands. PreserveEXACT SAMEPERSON recognizable skull/nose/eye spacing/earshape/chin:short oblong skull; broad straight brows and large close grey eyes; broad short hooked nose; narrow pursed mouth; extremely broad heavy jaw and small cleft chin; full neck; tiny low ears. Keepleftorientation andfatbodytype, samehandpaintednaturalrealism, flatgreybrownbackground upperleftlight squarebustcrop. Anatomicalaging integrated throughfaceandneck, notdrawnwrinklemask. Adultmalehair continuousBLUNT BOB BELOW EARLOBES atjawangle unlessbald/tonsured. Miniver is softgreywhiteSQUIRREL noBLACKERMINEspots. Actuallydrawtargetheadwearnotoriginal ifdifferent. No mirror, text, panels, newactor.","7461e91fde12f8e8d45d8c0e24b5482ac4901f01460e464cc5bbbe931ca64b8a"
"I055","old","I055_old","portraits/I055_old.png","m","70","labour","carter","fat","left","silver-grey and white remnants of original black brown","light warm peach with red cheeks","short oblong skull; broad straight brows and large close grey eyes; broad short hooked nose; narrow pursed mouth; extremely broad heavy jaw and small cleft chin; full neck; tiny low ears","coarse faded woad-blue wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim","married","slight_smile","bare_bob","provenance/raw/I055_old.png","ff8b30f33c5b0dd9cda2fb92b5246346cb7fa6fb208cda8191eab36cc4e223ff","provenance/references/6c0e20a71dcb-I055_old-r1-ref0.png","IDENTITY-PRESERVE completeportrait edit. ApplytargetchangesFIRST: Now70 clearlyELDERLY: whitegreyhair ifvisible, droopinglids/saggingjowls/loose neckskin/age spots. Read65-75at96px. EXPRESSION:VISIBLE subtlewarmSMILE raisedmouthcorners softenedeyes. REPLACE HEADWEAR:bare head with naturally uneven straight or wavy blunt bob below ears, no short sides or fade. . TARGETCLOTHING:coarse faded woad-blue wool tunic over rough hemp-linen, clearly mended patches and rubbed seams, coarse simple apron or shoulder cloth, plain wooden tool handle at lower edge, no rich trim. HAIRCOLOR:silver-grey and white remnants of original black brown. PreserveEXACT SAMEPERSON recognizable skull/nose/eye spacing/earshape/chin:short oblong skull; broad straight brows and large close grey eyes; broad short hooked nose; narrow pursed mouth; extremely broad heavy jaw and small cleft chin; full neck; tiny low ears. Keepleftorientation andfatbodytype, samehandpaintednaturalrealism, flatgreybrownbackground upperleftlight squarebustcrop. Anatomicalaging integrated throughfaceandneck, notdrawnwrinklemask. Adultmalehair continuousBLUNT BOB BELOW EARLOBES atjawangle unlessbald/tonsured. Miniver is softgreywhiteSQUIRREL noBLACKERMINEspots. Actuallydrawtargetheadwearnotoriginal ifdifferent. No mirror, text, panels, newactor.","b2228c50dcb8ad08eef8bc5eda6b40ad94032e8d42c655c264d61a7210461846"
