"asset_id","status","file","width","height","group","description","history_notes","sha256","generation_records","processing","qa"
"zone_paint_forbidden","candidate","assets/zone/zone_paint_forbidden.png","96","96","zone","One broad muted sage paint patch with softly bristled square silhouette, crossed by a single thick diagonal pale terracotta prohibition slash from lower left to upper right, dark brown outlined slash. Flat frontal graphic. Only paint patch and slash, not two land parcels, no enclosing circle.","Wave18 zone tool candidate; new motif distinct from UI P0 layer brush. Not installed. UI P0 layer-mode sheet inspected for style/exclusion context but not uploaded as generation input.","9cd66e634ce1eeb0a95c27f021841f689874daca4c5f635221b1370241035487","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Generate a SINGLE standalone raster game HUD icon, square canvas, genuine transparent RGBA background, no background color or checkerboard baked into image. South England medieval city builder painted UI P0 style: muted warm natural palette, delicately hand-painted shading, thin clean dark warm-brown outer contour, simple bold readable silhouette at 24px, subdued texture only, no glossy 3D, no drop shadow, no panel or frame. Deliver one centered icon only with generous transparent padding, intended final 96x96 pixels. No text, letters, numerals, watermark. Do not use hammer, scroll, sealed document or two workers motifs. Subject: One broad muted sage paint patch with softly bristled square silhouette, crossed by a single thick diagonal pale terracotta prohibition slash from lower left to upper right, dark brown outlined slash. Flat frontal graphic. Only paint patch and slash, not two land parcels, no enclosing circle."",""rawFile"":""raw/zone/zone_paint_forbidden.png"",""referenceImages"":[],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp transparent trim threshold 8 and Lanczos3 fit to 80px (small stamp 30px, large stamp 72px), centered on transparent 96x96; original alpha preserved; no repainting.""","{""alpha"":true,""transparentPixels"":3959,""opaquePixels"":226,""status"":""candidate"",""visualReview"":""Reviewed actual 24/32/48px contact: silhouette and intended tool readable; no reserved motifs, true transparent alpha, no text."",""reviewImage"":""raw/zone/contact-24-32-48.png""}"
"crisis_food_shortage","candidate","assets/crisis/crisis_food_shortage.png","96","96","crisis","An EMPTY shallow wooden food bowl seen three-quarter top view, three tiny crumbs in its otherwise visibly empty interior. Empty concave bowl is the large recognizable silhouette. No bread loaf, utensils, coins or people.","Wave18 candidate, newly generated; no runtime installation.","54927e1f3785334679eeb706a7a5972cc0b3f0c0ea5a29c73d58c1c347e7340e","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: illustration-story. Create ONE standalone medieval city-builder crisis HUD icon, transparent true RGBA background, no backdrop, no tile or badge. Match provided project's UI P0 reference images' thin dark brown outline, muted ochre/oak/gray palette, compact hand-painted slightly textured forms. Simple silhouette strongly readable at 24,32,48 pixels, subject centered filling ~80% of square with padding. No text, letters, numbers, watermark, interface. No hammer, scroll, sealed document, two workers. This will be resized to 96x96 PNG. Subject: An EMPTY shallow wooden food bowl seen three-quarter top view, three tiny crumbs in its otherwise visibly empty interior. Empty concave bowl is the large recognizable silhouette. No bread loaf, utensils, coins or people."",""rawFile"":""raw/crisis/crisis_food_shortage-v1.png"",""referenceImages"":[""references/icon_resource_sheet.png"",""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp alpha trim; proportional resize fit 82x82 into intermediate PNG buffer; centered transparent contain canvas 96x96 without enlargement; RGBA PNG. Original preserved.""","{""status"":""candidate"",""dimensions"":""96x96"",""hasAlpha"":true,""alphaMin"":0,""alphaMax"":255,""visualReview"":""PASS internal contact-sheet inspection at 24/32/48 px: six overall silhouettes differentiated, thin brown contours and muted palette consistent with P0; small crumbs and scale details become secondary at 24 px, intended crisis use remains 36/48 px."",""text"":""none"",""reservedMotifs"":""No hammer, scroll, sealed document, or two workers.""}"
"crisis_construction_blocked","candidate","assets/crisis/crisis_construction_blocked.png","96","96","crisis","A compact unfinished timber scaffolding frame with two upright posts and an overhead beam, its entrance visibly closed by a prominent horizontal wooden barrier. No hammers, road, workers, warning triangles or letters.","Wave18 candidate, newly generated; no runtime installation.","1898fdbe3b9339bcff7034a3af27d40ec884da4ed2779d4381d23d6f22123708","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: illustration-story. Create ONE standalone medieval city-builder crisis HUD icon, transparent true RGBA background, no backdrop, no tile or badge. Match provided project's UI P0 reference images' thin dark brown outline, muted ochre/oak/gray palette, compact hand-painted slightly textured forms. Simple silhouette strongly readable at 24,32,48 pixels, subject centered filling ~80% of square with padding. No text, letters, numbers, watermark, interface. No hammer, scroll, sealed document, two workers. This will be resized to 96x96 PNG. Subject: A compact unfinished timber scaffolding frame with two upright posts and an overhead beam, its entrance visibly closed by a prominent horizontal wooden barrier. No hammers, road, workers, warning triangles or letters."",""rawFile"":""raw/crisis/crisis_construction_blocked-v1.png"",""referenceImages"":[""references/icon_resource_sheet.png"",""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp alpha trim; proportional resize fit 82x82 into intermediate PNG buffer; centered transparent contain canvas 96x96 without enlargement; RGBA PNG. Original preserved.""","{""status"":""candidate"",""dimensions"":""96x96"",""hasAlpha"":true,""alphaMin"":0,""alphaMax"":255,""visualReview"":""PASS internal contact-sheet inspection at 24/32/48 px: six overall silhouettes differentiated, thin brown contours and muted palette consistent with P0; small crumbs and scale details become secondary at 24 px, intended crisis use remains 36/48 px."",""text"":""none"",""reservedMotifs"":""No hammer, scroll, sealed document, or two workers.""}"
"crisis_storage_full","candidate","assets/crisis/crisis_storage_full.png","96","96","crisis","An OPEN squat wooden storage bin visibly overflowing above its rim with pale cloth sacks and bundles, lid absent. Open top and bulging cargo silhouette clearly distinguish this from a closed wooden crate. No people or bread loaf.","Wave18 candidate, newly generated; no runtime installation.","1377a0abf2650efb45e369190259266ed2e27bdba50eee24a8067bb2cac7b32d","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: illustration-story. Create ONE standalone medieval city-builder crisis HUD icon, transparent true RGBA background, no backdrop, no tile or badge. Match provided project's UI P0 reference images' thin dark brown outline, muted ochre/oak/gray palette, compact hand-painted slightly textured forms. Simple silhouette strongly readable at 24,32,48 pixels, subject centered filling ~80% of square with padding. No text, letters, numbers, watermark, interface. No hammer, scroll, sealed document, two workers. This will be resized to 96x96 PNG. Subject: An OPEN squat wooden storage bin visibly overflowing above its rim with pale cloth sacks and bundles, lid absent. Open top and bulging cargo silhouette clearly distinguish this from a closed wooden crate. No people or bread loaf."",""rawFile"":""raw/crisis/crisis_storage_full-v1.png"",""referenceImages"":[""references/icon_resource_sheet.png"",""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp alpha trim; proportional resize fit 82x82 into intermediate PNG buffer; centered transparent contain canvas 96x96 without enlargement; RGBA PNG. Original preserved.""","{""status"":""candidate"",""dimensions"":""96x96"",""hasAlpha"":true,""alphaMin"":0,""alphaMax"":255,""visualReview"":""PASS internal contact-sheet inspection at 24/32/48 px: six overall silhouettes differentiated, thin brown contours and muted palette consistent with P0; small crumbs and scale details become secondary at 24 px, intended crisis use remains 36/48 px."",""text"":""none"",""reservedMotifs"":""No hammer, scroll, sealed document, or two workers.""}"
"crisis_household_leaving","candidate","assets/crisis/crisis_household_leaving.png","96","96","crisis","A single tied ochre cloth household bundle leaning left, accompanied by two dark shoe sole footprint silhouettes traveling to the right. One bundle with knotted fabric ears and two rightward footsteps only. No human figures, tools, doors, arrows or text.","Wave18 candidate, newly generated; no runtime installation.","94a4d9579926f6d210abc59b4b0449cd2fcb32b74ccf90caae24ce73d41b6a4f","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: illustration-story. Create ONE standalone medieval city-builder crisis HUD icon, transparent true RGBA background, no backdrop, no tile or badge. Match provided project's UI P0 reference images' thin dark brown outline, muted ochre/oak/gray palette, compact hand-painted slightly textured forms. Simple silhouette strongly readable at 24,32,48 pixels, subject centered filling ~80% of square with padding. No text, letters, numbers, watermark, interface. No hammer, scroll, sealed document, two workers. This will be resized to 96x96 PNG. Subject: A single tied ochre cloth household bundle leaning left, accompanied by two dark shoe sole footprint silhouettes traveling to the right. One bundle with knotted fabric ears and two rightward footsteps only. No human figures, tools, doors, arrows or text."",""rawFile"":""raw/crisis/crisis_household_leaving-v1.png"",""referenceImages"":[""references/icon_resource_sheet.png"",""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp alpha trim; proportional resize fit 82x82 into intermediate PNG buffer; centered transparent contain canvas 96x96 without enlargement; RGBA PNG. Original preserved.""","{""status"":""candidate"",""dimensions"":""96x96"",""hasAlpha"":true,""alphaMin"":0,""alphaMax"":255,""visualReview"":""PASS internal contact-sheet inspection at 24/32/48 px: six overall silhouettes differentiated, thin brown contours and muted palette consistent with P0; small crumbs and scale details become secondary at 24 px, intended crisis use remains 36/48 px."",""text"":""none"",""reservedMotifs"":""No hammer, scroll, sealed document, or two workers.""}"
"crisis_fire","candidate","assets/crisis/crisis_fire.png","96","96","crisis","One compact stylized contained flame with three tongues, muted burnt orange outer shape and warm ochre core, thin dark-brown hand-drawn edge, rising from two tiny charcoal embers. No house, chimney, people, badge, white glow.","Wave18 candidate, newly generated; no runtime installation.","40905b23a78a175eb2f25e04bfa1c988606f315140da4a56a3d8b3074856ee63","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: illustration-story. Create ONE standalone medieval city-builder crisis HUD icon, transparent true RGBA background, no backdrop, no tile or badge. Match provided project's UI P0 reference images' thin dark brown outline, muted ochre/oak/gray palette, compact hand-painted slightly textured forms. Simple silhouette strongly readable at 24,32,48 pixels, subject centered filling ~80% of square with padding. No text, letters, numbers, watermark, interface. No hammer, scroll, sealed document, two workers. This will be resized to 96x96 PNG. Subject: One compact stylized contained flame with three tongues, muted burnt orange outer shape and warm ochre core, thin dark-brown hand-drawn edge, rising from two tiny charcoal embers. No house, chimney, people, badge, white glow."",""rawFile"":""raw/crisis/crisis_fire-v1.png"",""referenceImages"":[""references/icon_resource_sheet.png"",""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp alpha trim; proportional resize fit 82x82 into intermediate PNG buffer; centered transparent contain canvas 96x96 without enlargement; RGBA PNG. Original preserved.""","{""status"":""candidate"",""dimensions"":""96x96"",""hasAlpha"":true,""alphaMin"":0,""alphaMax"":255,""visualReview"":""PASS internal contact-sheet inspection at 24/32/48 px: six overall silhouettes differentiated, thin brown contours and muted palette consistent with P0; small crumbs and scale details become secondary at 24 px, intended crisis use remains 36/48 px."",""text"":""none"",""reservedMotifs"":""No hammer, scroll, sealed document, or two workers.""}"
"crisis_upkeep_unpaid","candidate","assets/crisis/crisis_upkeep_unpaid.png","96","96","crisis","One slack nearly empty leather coin purse lying low, with its mouth open and one small coin tipped on edge beside it; behind it a very small visibly unbalanced two-pan wooden balance, one pan low and other high. Dominant silhouette is slumped empty purse rather than full upright money pouch. No writing, documents, seals or people.","Wave18 candidate, newly generated; no runtime installation.","994d2ad8f0e0dda6ee05c1ebd7dee16f4cd8d9382c05be1fd9ea29537bc8f642","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: illustration-story. Create ONE standalone medieval city-builder crisis HUD icon, transparent true RGBA background, no backdrop, no tile or badge. Match provided project's UI P0 reference images' thin dark brown outline, muted ochre/oak/gray palette, compact hand-painted slightly textured forms. Simple silhouette strongly readable at 24,32,48 pixels, subject centered filling ~80% of square with padding. No text, letters, numbers, watermark, interface. No hammer, scroll, sealed document, two workers. This will be resized to 96x96 PNG. Subject: One slack nearly empty leather coin purse lying low, with its mouth open and one small coin tipped on edge beside it; behind it a very small visibly unbalanced two-pan wooden balance, one pan low and other high. Dominant silhouette is slumped empty purse rather than full upright money pouch. No writing, documents, seals or people."",""rawFile"":""raw/crisis/crisis_upkeep_unpaid-v1.png"",""referenceImages"":[""references/icon_resource_sheet.png"",""references/icon_cause_family_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Sharp alpha trim; proportional resize fit 82x82 into intermediate PNG buffer; centered transparent contain canvas 96x96 without enlargement; RGBA PNG. Original preserved.""","{""status"":""candidate"",""dimensions"":""96x96"",""hasAlpha"":true,""alphaMin"":0,""alphaMax"":255,""visualReview"":""PASS internal contact-sheet inspection at 24/32/48 px: six overall silhouettes differentiated, thin brown contours and muted palette consistent with P0; small crumbs and scale details become secondary at 24 px, intended crisis use remains 36/48 px."",""text"":""none"",""reservedMotifs"":""No hammer, scroll, sealed document, or two workers.""}"
"hud_hide","candidate","assets/misc/hud_hide.png","96","96","misc","HUD hide toggle: a simple almond shaped eye with one diagonal slash crossing it. Only eye outline, single dark pupil and a strong clean diagonal slash; no arrow, no floating panel. Warm beige eye and muted brown outline.","Candidate; P0 style reference only; no runtime installation. Lock is explicitly requested functional lock badge.","d0237ac9278228ac1443a61603efc2cd0318c6ff82d8ad2c7d85c63bbdb5ae29","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Create exactly ONE isolated medieval city-builder raster HUD icon on genuinely transparent RGBA background. Square canvas with centered shape and generous transparent margins; no text, letters, numbers, decorative panel, shadow backdrop or watermark. Match attached project P0 sheet style only: muted warm ochre, brown ink thin outline, restrained hand-painted highlights, simple broad silhouette readable at 24px, slight material texture. Do not copy subjects from reference. Final use96x96.\nSubject: HUD hide toggle: a simple almond shaped eye with one diagonal slash crossing it. Only eye outline, single dark pupil and a strong clean diagonal slash; no arrow, no floating panel. Warm beige eye and muted brown outline."",""rawFile"":""raw/misc/hud_hide.png"",""referenceImages"":[""references/icon_resource_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop; aspect-preserving fit within80x80; center in96x96transparent canvas.""","{""status"":""candidate"",""alpha"":""preserved original generated alpha"",""smallSizeReview"":[24,32,48],""text"":""none"",""forbiddenMotifs"":""none"",""runtimeInstalled"":false,""visualReview"":""24/32/48px inspection passed: eye slash, lock, check, X independently readable; pulse is intentionally subtle feedback ring.""}"
"layer_lock_badge","candidate","assets/misc/layer_lock_badge.png","96","96","misc","Small layer lock badge: a compact CLOSED medieval dark iron padlock, simple rounded U shackle and compact square iron body with one keyhole. Dark slate iron face, warm brown outline, modest warm edge highlight. Clearly closed lock; no layer stack or parchment.","Candidate; P0 style reference only; no runtime installation. Lock is explicitly requested functional lock badge.","daf7a3984859dab26bf63a6dac3507962ba3a76bbdefad94bd2175e4cd6e2c76","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Create exactly ONE isolated medieval city-builder raster HUD icon on genuinely transparent RGBA background. Square canvas with centered shape and generous transparent margins; no text, letters, numbers, decorative panel, shadow backdrop or watermark. Match attached project P0 sheet style only: muted warm ochre, brown ink thin outline, restrained hand-painted highlights, simple broad silhouette readable at 24px, slight material texture. Do not copy subjects from reference. Final use96x96.\nSubject: Small layer lock badge: a compact CLOSED medieval dark iron padlock, simple rounded U shackle and compact square iron body with one keyhole. Dark slate iron face, warm brown outline, modest warm edge highlight. Clearly closed lock; no layer stack or parchment."",""rawFile"":""raw/misc/layer_lock_badge.png"",""referenceImages"":[""references/icon_resource_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop; aspect-preserving fit within80x80; center in96x96transparent canvas.""","{""status"":""candidate"",""alpha"":""preserved original generated alpha"",""smallSizeReview"":[24,32,48],""text"":""none"",""forbiddenMotifs"":""none"",""runtimeInstalled"":false,""visualReview"":""24/32/48px inspection passed: eye slash, lock, check, X independently readable; pulse is intentionally subtle feedback ring.""}"
"pulse_ring","candidate","assets/misc/pulse_ring.png","288","96","misc","Unlock pulse animation source: exactly ONE plain thin circular ring with hollow genuinely transparent interior and exterior. Muted pale ochre hand-painted stroke and discreet brown outline, no spokes, rays, glow cloud, dots, symbols or central mark. Exact circle centered. Ring diameter about72percent canvas. Even stroke about3percent canvas.","Candidate; P0 style reference only; no runtime installation. Lock is explicitly requested functional lock badge.","614889c4445c1f7ca98c197a691f627f4887e12660f28d19ddd99eb62055cae3","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Create exactly ONE isolated medieval city-builder raster HUD icon on genuinely transparent RGBA background. Square canvas with centered shape and generous transparent margins; no text, letters, numbers, decorative panel, shadow backdrop or watermark. Match attached project P0 sheet style only: muted warm ochre, brown ink thin outline, restrained hand-painted highlights, simple broad silhouette readable at 24px, slight material texture. Do not copy subjects from reference. Final use96x96.\nSubject: Unlock pulse animation source: exactly ONE plain thin circular ring with hollow genuinely transparent interior and exterior. Muted pale ochre hand-painted stroke and discreet brown outline, no spokes, rays, glow cloud, dots, symbols or central mark. Exact circle centered. Ring diameter about72percent canvas. Even stroke about3percent canvas."",""rawFile"":""raw/misc/pulse_ring.png"",""referenceImages"":[""references/icon_resource_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop; render source into 48,66,84px rings with alpha factors0.80,0.55,0.28; centered inside 96x96frames, horizontal288x96sheet. Frame origins0,96,192; all centers48,48.""","{""status"":""candidate"",""alpha"":""preserved original generated alpha"",""smallSizeReview"":[24,32,48],""text"":""none"",""forbiddenMotifs"":""none"",""runtimeInstalled"":false,""visualReview"":""24/32/48px inspection passed: eye slash, lock, check, X independently readable; pulse is intentionally subtle feedback ring."",""frameCenterAlpha"":[0,0,0],""frameMaximumAlpha"":[204,140,71]}"
"confirm_check_touch","candidate","assets/misc/confirm_check_touch.png","96","96","misc","Tablet confirm icon: one large thick check mark, lower left short rising? Standard unequivocal checkmark: short stroke descends from left upper to low center then long stroke rises toward right upper. Muted sage green painted solid check with thin dark brown outline and subtle light edge. No circle or plaque.","Candidate; P0 style reference only; no runtime installation. Lock is explicitly requested functional lock badge.","a23ae391d547c278d93d6c17d4048c3dde7ce80dbc07b03093c983b5dcb368f8","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Create exactly ONE isolated medieval city-builder raster HUD icon on genuinely transparent RGBA background. Square canvas with centered shape and generous transparent margins; no text, letters, numbers, decorative panel, shadow backdrop or watermark. Match attached project P0 sheet style only: muted warm ochre, brown ink thin outline, restrained hand-painted highlights, simple broad silhouette readable at 24px, slight material texture. Do not copy subjects from reference. Final use96x96.\nSubject: Tablet confirm icon: one large thick check mark, lower left short rising? Standard unequivocal checkmark: short stroke descends from left upper to low center then long stroke rises toward right upper. Muted sage green painted solid check with thin dark brown outline and subtle light edge. No circle or plaque."",""rawFile"":""raw/misc/confirm_check_touch.png"",""referenceImages"":[""references/icon_resource_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop; aspect-preserving fit within80x80; center in96x96transparent canvas.""","{""status"":""candidate"",""alpha"":""preserved original generated alpha"",""smallSizeReview"":[24,32,48],""text"":""none"",""forbiddenMotifs"":""none"",""runtimeInstalled"":false,""visualReview"":""24/32/48px inspection passed: eye slash, lock, check, X independently readable; pulse is intentionally subtle feedback ring.""}"
"cancel_touch","candidate","assets/misc/cancel_touch.png","96","96","misc","Tablet cancel icon: one large thick symmetrical diagonal X cross, muted terracotta painted solid cross with thin dark brown outline and subtle light edge. No circle or plaque. Shape must match broad stroke weight of a touch confirmation check.","Candidate; P0 style reference only; no runtime installation. Lock is explicitly requested functional lock badge.","c0f25dbb5b2add2f397b7560b086f413fd8fb391af270be74bc77e639f2974f9","[{""tool"":""image_gen.imagegen"",""prompt"":""Use case: stylized-concept. Create exactly ONE isolated medieval city-builder raster HUD icon on genuinely transparent RGBA background. Square canvas with centered shape and generous transparent margins; no text, letters, numbers, decorative panel, shadow backdrop or watermark. Match attached project P0 sheet style only: muted warm ochre, brown ink thin outline, restrained hand-painted highlights, simple broad silhouette readable at 24px, slight material texture. Do not copy subjects from reference. Final use96x96.\nSubject: Tablet cancel icon: one large thick symmetrical diagonal X cross, muted terracotta painted solid cross with thin dark brown outline and subtle light edge. No circle or plaque. Shape must match broad stroke weight of a touch confirmation check."",""rawFile"":""raw/misc/cancel_touch.png"",""referenceImages"":[""references/icon_resource_sheet.png""],""model"":""not supplied"",""seed"":""not supplied"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha-bounds crop; aspect-preserving fit within80x80; center in96x96transparent canvas.""","{""status"":""candidate"",""alpha"":""preserved original generated alpha"",""smallSizeReview"":[24,32,48],""text"":""none"",""forbiddenMotifs"":""none"",""runtimeInstalled"":false,""visualReview"":""24/32/48px inspection passed: eye slash, lock, check, X independently readable; pulse is intentionally subtle feedback ring.""}"
"pill_season_spring","reused reference crop","assets/reused/pill_season_spring.png","96","96","reused","spring 계절 아이콘","첨부 P0 계절 셀 원본 픽셀 재사용","a30747892f25ee0e78ed3d78ae4ab95bf5f5a46abd37cfd8c82b897a62cc8a40","[]","{""source"":""references/icon_resource_sheet.png"",""crop"":[480,0,96,96],""resample"":false}","{""pixelPreserved"":true}"
"pill_season_summer","reused reference crop","assets/reused/pill_season_summer.png","96","96","reused","summer 계절 아이콘","첨부 P0 계절 셀 원본 픽셀 재사용","a8dd90d884f92cf50bb2e174a69905be62fd1d26343593ebad15f01d2d6f46c7","[]","{""source"":""references/icon_resource_sheet.png"",""crop"":[576,0,96,96],""resample"":false}","{""pixelPreserved"":true}"
"pill_season_autumn","reused reference crop","assets/reused/pill_season_autumn.png","96","96","reused","autumn 계절 아이콘","첨부 P0 계절 셀 원본 픽셀 재사용","1d963eca0e205276557884df033588a53e81c8090cb7411b5fecfdd499d60cb9","[]","{""source"":""references/icon_resource_sheet.png"",""crop"":[672,0,96,96],""resample"":false}","{""pixelPreserved"":true}"
"pill_season_winter","reused reference crop","assets/reused/pill_season_winter.png","96","96","reused","winter 계절 아이콘","첨부 P0 계절 셀 원본 픽셀 재사용","9601f1dc5d0f953fb273f09085f4a6c16d482e57c18e1601ae74060347e48a32","[]","{""source"":""references/icon_resource_sheet.png"",""crop"":[768,0,96,96],""resample"":false}","{""pixelPreserved"":true}"
